,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
0,-9.152345,-6.2698894,14.082265,-2.086713,-4.356197,-7.8697205,-2.1760235,5.2282877,4.2541227,-10.648794,9.910141,-3.5118785,8.743312,-2.0063348,-3.5588744,5.2801833,-6.7719626,12.984068,5.2005057,4.353813,-2.3549435,1.6138017,0.5724229,-2.4543495,-8.931724,-10.625795,10.340061,-1.052895,-9.178511,-9.489163,-9.4501295,-8.826162,-10.65695,-7.718401,-8.932121,-8.31433,-9.858702,-9.24491,-8.41008,-8.899485,-8.568777,-10.169638,-8.611941,-8.67331,-10.210845,-9.333718,-8.942943,-7.989854,-8.79077,-9.021989,-8.954681,-9.481381,-8.435029,-8.625851,-9.160384,-8.706523
1,-4.605075,6.2006307,1.3070486,0.18819392,-0.29659167,1.1124586,2.9478455,7.335109,4.1407957,3.2684267,-1.3616836,0.7038697,5.6065726,3.1765575,-1.0346055,5.1589513,-4.356928,6.5686426,11.073841,-1.3030975,-5.883872,1.297133,-5.3409767,2.107479,-7.589711,-8.282578,8.714328,3.2563016,-9.546269,-10.503713,-9.60125,-9.520017,-11.892573,-9.117459,-10.50604,-9.045944,-11.531749,-10.718312,-9.183216,-10.3898535,-9.352934,-11.095072,-9.377433,-9.638369,-11.161112,-10.771065,-9.46248,-8.980823,-9.802162,-10.286949,-10.001391,-11.167736,-9.281571,-9.992538,-10.838661,-10.136941
2,-5.8874307,4.554427,11.938894,9.774095,2.9402347,-18.400997,-8.73706,-0.24335767,6.4703827,-2.484855,8.59297,-13.206849,-1.0129683,-15.687752,-1.1856174,2.0038605,-0.72147715,9.724984,-7.1867948,-3.774716,-3.6907015,-8.126574,-18.638098,1.9256564,-11.475093,4.0454226,16.807123,-8.973266,-7.171329,-6.6922154,-6.9386477,-5.9847565,-7.903081,-6.1291165,-7.0843015,-6.62262,-7.70805,-6.93642,-6.56401,-6.6945915,-6.4017873,-7.2188616,-6.4219456,-6.5695724,-7.834015,-7.097089,-6.919656,-6.6000037,-6.432434,-6.689718,-6.5487556,-7.333073,-6.553588,-6.4151964,-6.8589783,-6.3202085
3,-10.358129,-0.43777713,14.746586,-0.5408939,1.9409094,-3.0448956,-0.48164755,7.838976,11.890291,-10.464532,10.393884,3.1656656,10.512935,-10.314106,-2.4449859,5.5786147,-2.0120146,7.054637,-2.031771,7.224688,-2.9625566,2.4036882,2.175889,-2.057569,-5.867192,-5.726342,13.767756,-2.1240435,-7.9051213,-8.109678,-8.150474,-7.33671,-9.060064,-6.940902,-8.067417,-7.3773046,-8.646242,-8.290549,-7.2571344,-7.700364,-7.499192,-8.9199295,-7.49886,-7.5534267,-8.817558,-8.226425,-7.695777,-7.165187,-7.544816,-7.722017,-7.5064487,-8.436633,-7.0661783,-7.345094,-8.068724,-7.481223
4,-11.113629,-4.6325507,0.32198703,1.6001983,0.24205402,-12.915444,-1.1521429,11.447885,7.048353,-5.14979,8.801512,1.2381656,15.413523,-6.275871,-10.490047,4.4302907,-4.6460633,13.758443,-0.11931756,0.5542595,2.9594414,0.18683669,-5.494304,-6.659475,-7.018378,-4.459223,9.60824,0.88629645,-7.0172477,-7.5358863,-6.9134793,-6.940096,-8.447791,-6.0836306,-7.147648,-6.1311197,-7.8221984,-7.1557646,-6.472205,-6.928408,-6.6574254,-7.721304,-6.759886,-6.571377,-7.7594047,-7.312546,-6.60856,-6.256322,-7.0040455,-7.3577847,-7.0150733,-7.4526944,-6.666377,-7.0523133,-7.0766582,-6.8311114
5,-17.588629,-9.7001295,13.718456,0.9594835,0.64682835,-16.101404,0.8766016,7.3422117,4.196253,-8.91473,6.6314187,-1.9148535,20.366848,-8.506349,-8.919286,2.633104,-7.89711,14.555621,1.1585634,-3.8442965,-2.020342,-6.437052,-5.5469475,-3.6110668,-18.439651,-14.656849,7.329329,4.1120925,-8.97068,-9.008357,-8.551995,-8.1450615,-9.943769,-7.243381,-8.348915,-7.389112,-9.468674,-8.529533,-7.7549543,-8.330183,-8.205048,-9.431177,-7.9745445,-7.84264,-9.345288,-8.898264,-7.941125,-7.55871,-8.212632,-8.757966,-8.355353,-8.958358,-8.072118,-8.172524,-8.4250765,-8.103049
6,-14.550013,-2.2965448,-0.5735434,9.831781,3.0628772,-0.87720406,-5.051874,4.158096,9.662576,-10.205895,12.015723,5.675403,7.225742,-7.1264377,-9.726274,2.7985566,-1.1340952,1.8126471,-2.3724558,-0.71942276,0.84800774,-2.0580657,-12.194164,-6.0121093,-16.246622,-6.098674,10.229181,8.746704,-9.27967,-9.488896,-9.487824,-8.849239,-10.606156,-7.577943,-8.977287,-7.7870092,-9.789304,-9.054298,-8.346737,-8.784233,-8.586852,-10.096348,-8.691936,-8.400983,-10.223495,-9.581014,-8.6794195,-8.1437235,-9.199287,-9.293512,-8.9550905,-9.375011,-8.308442,-8.696617,-9.186709,-8.749907
7,1.2349567,8.133659,1.182782,6.5020356,2.7116668,-26.545433,0.14653502,17.112423,11.408954,17.245316,13.339439,-4.2102146,5.4205766,-3.0247543,0.45075166,-6.163835,-1.8815209,3.9428477,-6.305496,-9.156623,-0.69213486,-12.81708,-1.5757778,0.018189223,5.8493323,0.1594578,7.8401537,-8.030214,-12.062797,-12.417827,-12.063852,-12.175254,-13.992059,-9.620548,-11.793205,-9.840695,-12.735561,-11.738004,-10.404237,-11.345569,-11.139675,-12.67388,-11.019742,-10.522739,-12.98493,-12.17308,-10.774689,-10.281607,-11.681688,-11.975722,-11.866699,-12.099622,-11.212804,-10.909305,-11.656129,-11.14549
8,-1.7914507,6.2607646,10.527187,8.488729,3.8969035,-6.547716,-3.4349253,4.8571687,10.458125,7.663547,12.385235,5.68108,11.126538,-7.46791,-6.2877684,-4.1006465,1.3147173,-6.9483805,-13.116257,3.43214,-6.042696,-5.0940795,-4.0312433,-8.279907,-2.962943,-8.018927,4.4897733,-7.0542197,-7.320329,-7.441357,-7.672,-6.952946,-8.925547,-6.8168244,-7.8450217,-6.8897758,-8.506581,-7.565433,-7.071411,-7.518544,-6.9618936,-8.3534,-7.2295446,-7.098195,-8.434753,-7.805785,-7.3721685,-6.8300586,-7.4150505,-7.8344274,-7.3820505,-8.565449,-7.114328,-7.4132686,-8.060125,-7.2110724
9,-0.925715,6.503899,8.189393,12.009442,0.83752406,-4.595153,-0.62009144,6.505462,1.1933223,7.129168,7.7420893,-15.845777,-0.8459001,-11.994636,5.824791,0.51313597,-2.8066885,15.7201605,-8.429927,-3.832397,1.6269732,-3.5882046,-9.695491,7.3352737,-12.049119,9.422432,10.582771,-15.644352,-4.486657,-4.287258,-4.4577847,-3.6346984,-4.798781,-3.670694,-4.3620553,-3.7811,-4.543087,-4.1189427,-4.430672,-4.2456174,-4.089751,-4.6603184,-4.0287933,-4.076075,-4.9692593,-4.756916,-4.738992,-4.0783315,-4.439922,-3.8787575,-4.0827436,-4.629205,-3.8399518,-3.67511,-4.116668,-3.785279
