,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
0,-17.698387,-10.750637,-17.12394,-15.736637,-8.151299,-14.37038,-17.42451,-10.121671,-6.8575993,-11.740937,-6.899838,-8.217473,-19.476221,-6.7174377,-16.33726,-15.530064,-20.092363,-7.7760525,-14.645894,-12.162664,-22.807741,-14.996582,-14.105392,-5.583435,-13.380585,-12.403188,-17.328348,-10.895579,-7.177888,-7.1414585,-7.092522,-6.692337,-8.088342,-5.9155617,-7.050105,-6.0887694,-7.499183,-6.790481,-6.377917,-6.79066,-6.591335,-7.406316,-6.679845,-6.3034754,-7.7017136,-7.224592,-6.499116,-6.3767757,-6.821571,-7.062569,-6.849597,-7.265889,-6.5001183,-6.451761,-6.9691405,-6.553365
1,-14.592295,-11.652168,-16.477373,-18.564495,-16.061846,-23.62545,-18.761145,-13.358045,-9.653283,-19.12845,-17.976175,-12.027791,-20.554579,-3.5759554,-15.966744,-14.248401,-17.553526,-15.717003,-16.118113,-15.31476,-20.306992,-20.740017,-19.37591,-15.484357,-19.943378,-19.745853,-19.597857,-14.081408,-7.9012218,-8.532417,-8.173563,-7.9464974,-9.60733,-7.1447053,-8.173396,-7.2101045,-8.891204,-7.9682045,-7.2252274,-8.049782,-7.4703255,-8.921743,-7.807555,-7.554386,-9.017598,-8.455528,-7.7472267,-7.132821,-8.025368,-8.47344,-8.049826,-8.796085,-7.640427,-8.025796,-8.376287,-7.834268
2,-10.129018,-8.727245,-9.52978,-13.093118,-10.387344,-14.984835,-12.339345,-9.314313,-6.672516,-11.953944,-10.853062,-9.344069,-11.743253,-5.586185,-11.266799,-9.654201,-14.146556,-11.036688,-11.874103,-8.551737,-14.096996,-15.143219,-13.63774,-10.41111,-12.990239,-13.153331,-12.307346,-7.49118,-5.277947,-5.46561,-5.266333,-5.121521,-6.051677,-4.3834815,-5.2214184,-4.8251348,-5.7374454,-5.25435,-4.821576,-5.090858,-4.884621,-5.7379026,-4.969084,-4.920032,-5.835773,-5.405533,-5.2098894,-4.807007,-5.2538223,-5.15122,-5.063771,-5.648104,-4.8702106,-4.919714,-5.0771646,-4.804196
3,-16.808918,-11.925119,-14.739036,-19.069407,-14.497225,-16.874784,-20.139147,-14.040461,-14.372592,-18.424244,-15.953196,-12.026079,-18.55844,-10.82506,-14.892103,-16.56166,-21.74754,-18.053255,-18.120586,-18.020575,-21.244457,-18.822416,-19.691813,-14.640305,-18.103527,-20.603361,-18.664925,-13.677647,-10.518814,-10.924243,-10.191562,-9.606828,-11.889953,-8.737804,-10.389422,-8.706345,-11.180238,-10.771161,-9.163099,-10.135267,-9.757584,-11.396143,-9.666738,-9.529214,-11.16742,-10.891664,-9.619409,-9.207115,-9.811427,-10.249006,-9.996259,-10.8343525,-9.33209,-9.59182,-10.265786,-9.980502
4,-11.806379,-8.810892,-10.468114,-15.023431,-11.432165,-15.432276,-14.765037,-10.724217,-8.535494,-15.995499,-11.41369,-14.690289,-14.709647,-4.9372044,-12.777548,-11.771578,-15.498489,-12.833214,-11.753224,-13.861395,-16.930508,-15.902222,-15.747653,-12.238348,-13.210107,-14.721769,-14.857552,-9.991571,-6.1498256,-6.508937,-6.2631497,-6.1333647,-7.457334,-5.4525566,-6.5252104,-5.4946795,-7.0123005,-6.4113617,-5.979945,-6.2251086,-5.874848,-6.9607344,-6.0933237,-5.7523017,-7.008216,-6.62177,-5.8631988,-5.752204,-6.3427896,-6.344977,-6.32405,-6.7684746,-5.8459806,-5.831187,-6.4966044,-5.764708
5,-22.052975,-18.924328,-18.578785,-26.12247,-18.72164,-26.435795,-26.93514,-16.841253,-18.334148,-22.94354,-20.972984,-20.801596,-24.286163,-15.540964,-21.010893,-20.877201,-26.990622,-24.068678,-24.713871,-25.61617,-29.69902,-24.862183,-24.214317,-17.40088,-26.014696,-27.86728,-25.790749,-16.656626,-7.412103,-7.4250574,-7.3014464,-6.933699,-8.448378,-6.1929355,-7.182869,-6.3246336,-7.8146176,-7.1525493,-6.7538595,-6.923293,-6.6788898,-7.647002,-6.928999,-6.4586024,-7.97786,-7.492112,-6.8433084,-6.3623877,-7.005912,-7.0893126,-7.1972446,-7.5445094,-6.8447227,-6.5468535,-7.1254168,-6.7346406
6,-18.036823,-10.070646,-13.7652855,-13.918783,-12.342552,-13.047977,-16.321894,-13.146814,-7.222526,-17.298079,-5.9005003,-13.032605,-18.918297,-1.9647889,-17.479904,-16.126352,-19.902077,-8.609725,-9.793624,-8.178104,-23.834183,-15.5049305,-18.169569,-6.3891015,-13.996013,-14.451013,-19.249996,-11.382852,-8.059815,-8.2716255,-8.313737,-7.8251996,-9.525849,-7.0068407,-8.456023,-7.4205794,-9.161395,-8.063677,-7.6169252,-8.131132,-7.660076,-9.073315,-7.7499995,-7.7246065,-9.100184,-8.634516,-7.879279,-7.689707,-8.0308695,-8.324424,-8.048108,-9.018394,-7.6661882,-7.8167944,-8.575699,-7.7232213
7,-11.652925,-10.106615,-11.048773,-15.437582,-11.243005,-14.583572,-14.65503,-10.941076,-10.822434,-14.174261,-11.308865,-11.496766,-14.114574,-8.063128,-11.771195,-11.862494,-15.189319,-13.74758,-14.301567,-13.889481,-15.761968,-13.634247,-13.979977,-11.565151,-14.610951,-17.371891,-14.98197,-9.499398,-8.067948,-7.8951116,-7.540919,-7.2216134,-9.155561,-6.864649,-7.6436887,-7.3063884,-8.511325,-7.7708707,-6.9600844,-7.417838,-7.1112685,-7.9972963,-7.4106894,-7.4079347,-8.651274,-7.8676586,-7.4243507,-7.0768023,-7.3367386,-7.571648,-7.5421495,-7.937902,-7.2533255,-7.4499807,-7.642207,-7.262032
8,-20.2253,-20.083702,-19.286922,-27.201757,-22.197245,-28.611553,-25.937746,-17.758165,-17.0101,-26.53123,-21.479715,-22.821232,-25.437334,-7.5422816,-20.976736,-18.071451,-25.044035,-24.293608,-20.311111,-22.26222,-30.767841,-27.263142,-27.482904,-19.166227,-26.465414,-28.74223,-28.178125,-16.828234,-7.9903426,-7.98207,-7.8057837,-7.454689,-8.958397,-6.666763,-7.754462,-7.097903,-8.479291,-7.7626863,-6.840561,-7.321677,-7.2121134,-8.258675,-7.2513065,-7.1249743,-8.497881,-7.9423256,-7.3950615,-6.8372526,-7.359993,-7.7015605,-7.4554996,-8.0857525,-7.204457,-7.309964,-7.714848,-7.2644563
9,-15.04647,-16.851347,-13.855066,-20.042524,-16.068846,-21.261051,-20.18479,-13.820489,-15.598642,-17.54201,-15.716536,-15.819155,-18.249695,-8.91997,-16.930395,-15.03104,-19.282152,-19.55781,-13.781232,-16.247736,-21.705217,-20.578037,-20.183792,-13.971343,-20.037321,-20.67646,-19.357998,-12.068,-8.063542,-8.129922,-7.6702743,-7.4817657,-9.385165,-7.158658,-8.313339,-7.1842628,-8.850932,-8.268098,-7.3586063,-7.8421974,-7.1126914,-8.180902,-7.4695745,-7.5158577,-8.577706,-8.477817,-7.406254,-7.300933,-7.50363,-8.215145,-7.943803,-8.659396,-7.651887,-7.603618,-8.067567,-7.518671
