,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
0,-12.879229,-9.445452,-12.47177,-14.29692,-12.076393,-15.427411,-13.912805,-10.588145,-13.739937,-14.840549,-11.4256735,-13.657171,-14.027253,-7.9503083,-12.716559,-12.9068775,-16.739107,-14.267878,-11.052891,-14.287144,-17.348564,-15.283293,-16.371378,-9.81355,-14.99904,-16.677654,-16.046715,-10.597749,-7.2970614,-7.153853,-7.2828455,-6.6012444,-8.366047,-6.30783,-7.7542067,-6.42124,-7.9600177,-7.3039327,-7.011953,-7.1549683,-6.8446097,-7.867444,-6.976877,-6.7914505,-8.116789,-7.7125406,-6.9142933,-6.8928156,-7.1603847,-7.4225736,-6.928167,-8.023182,-6.652275,-6.589883,-7.594927,-6.694759
1,-11.10227,-6.877261,-9.695534,-12.73034,-7.574098,-13.002366,-13.279362,-9.3898535,-8.34241,-12.385839,-10.336166,-9.639589,-13.665456,-5.2898116,-11.015087,-9.952373,-13.460308,-10.437661,-12.28642,-11.356153,-13.67678,-13.430394,-13.101245,-9.757261,-10.824328,-13.2462435,-12.338368,-10.274729,-10.24987,-9.99311,-9.900401,-9.555705,-11.617667,-8.602715,-10.043363,-8.931408,-10.723631,-9.62592,-9.005316,-9.405089,-9.065308,-10.366431,-9.684245,-9.018391,-10.653955,-9.945198,-9.000146,-9.091378,-9.377189,-10.1985,-9.547032,-10.120218,-9.272383,-9.433696,-9.848263,-9.336141
2,-14.859557,-11.675941,-16.43116,-18.47277,-18.44776,-22.191406,-19.094309,-14.860959,-14.651111,-21.110916,-18.124449,-10.5274725,-17.070585,-10.537906,-17.419611,-21.08717,-20.64449,-18.883883,-16.20646,-17.447056,-25.54544,-21.692776,-20.349909,-17.350084,-18.37861,-22.678038,-24.622158,-16.152836,-9.875292,-9.6138315,-9.652148,-8.937004,-10.796582,-7.7872877,-9.494368,-8.173601,-10.532845,-9.180373,-8.408347,-9.015533,-9.127611,-10.544894,-8.947604,-8.697911,-10.230937,-9.882797,-8.637225,-8.699644,-8.8474655,-9.807729,-8.812606,-9.877712,-8.702234,-8.889213,-9.548932,-9.049244
3,-13.1105995,-7.658691,-13.337978,-11.435086,-12.529996,-15.037682,-10.183776,-10.490304,-12.166174,-13.602144,-11.871229,-9.668024,-14.408708,-6.8006845,-10.765116,-12.730112,-16.008846,-7.730818,-9.612175,-12.96237,-15.008557,-13.3765545,-13.353662,-9.209795,-12.171478,-14.682554,-16.25042,-10.987989,-7.256558,-6.880587,-6.893827,-6.4450235,-7.9645505,-6.414987,-7.275868,-6.481937,-7.671864,-7.1578355,-6.5196996,-6.796628,-6.3022094,-7.2008085,-6.946974,-6.6080985,-7.6485085,-7.303712,-6.6621513,-6.608357,-6.6041555,-6.989233,-6.675485,-7.3001847,-6.301905,-6.2595773,-7.0165405,-6.7929306
4,-12.886343,-13.303421,-11.997089,-16.661507,-16.906477,-21.73732,-15.886238,-12.653331,-12.926005,-17.315126,-14.936583,-7.2591047,-15.867,-9.043935,-16.376276,-16.697613,-17.759817,-14.393169,-9.602462,-14.516872,-19.886827,-18.61193,-17.390202,-14.502548,-18.029905,-17.55559,-19.736084,-13.94521,-8.162052,-8.050386,-7.978659,-7.6526217,-9.280965,-6.6236773,-7.704014,-7.111687,-8.557444,-7.599962,-6.9829645,-7.247929,-7.155379,-8.161328,-7.242348,-7.3272214,-8.498537,-7.9769545,-7.2544436,-7.0956125,-7.4452114,-8.071605,-7.591281,-8.090272,-7.507728,-7.7503505,-7.7934303,-7.2125044
5,-15.290994,-14.483934,-14.622478,-17.774971,-16.47975,-20.199673,-20.39871,-12.766906,-15.146979,-18.595778,-17.643015,-4.6482477,-15.464675,-15.032601,-16.678682,-19.936522,-19.953852,-15.867781,-14.767493,-18.366823,-23.311338,-19.035032,-18.844316,-15.192387,-18.240616,-19.43919,-20.695232,-17.525328,-6.820296,-6.6900315,-6.6223407,-6.1584773,-7.4754343,-5.4393506,-6.3515725,-6.273622,-7.1042304,-6.447945,-5.978944,-6.095382,-6.0231624,-6.939699,-5.950412,-6.304435,-7.192853,-6.654807,-6.4396987,-6.0608373,-6.026648,-6.3776865,-6.163825,-6.9552197,-6.1176353,-6.1636634,-6.4602857,-5.8657317
6,-18.755695,-12.414566,-21.370193,-21.199665,-22.92549,-26.198677,-21.958944,-16.684988,-17.690495,-22.11232,-21.987764,-8.682581,-20.36571,-12.930202,-20.681618,-24.793713,-23.4229,-21.434801,-20.155844,-20.085035,-28.56472,-24.473545,-22.483076,-20.703135,-22.153221,-26.319687,-27.231289,-17.082916,-8.707426,-8.897125,-8.441614,-8.241659,-9.979497,-7.4855256,-8.487511,-7.4070992,-9.600474,-8.668045,-7.556289,-8.274634,-8.080539,-9.1930275,-8.032349,-7.8484087,-9.288516,-9.0148735,-7.9407187,-7.536613,-8.160606,-8.861888,-8.320551,-8.932269,-8.1193285,-8.356452,-8.572492,-8.2929535
7,-15.226674,-14.401798,-13.181213,-19.333183,-13.65905,-18.29755,-17.444769,-12.8699045,-14.750968,-18.016449,-15.049164,-16.240768,-17.849276,-7.4706745,-14.944504,-12.906208,-18.489746,-19.067455,-16.02227,-13.875368,-20.143166,-19.204641,-19.033361,-13.530979,-19.77234,-21.295185,-18.938396,-11.729751,-6.794912,-7.285211,-7.0362124,-6.8258324,-8.247788,-5.905523,-6.9437203,-6.645315,-7.611338,-7.0094743,-6.421576,-6.807333,-6.3855414,-7.645111,-6.4929657,-6.699947,-7.8736887,-7.052395,-6.8004327,-6.04591,-6.9009314,-7.130834,-7.039542,-7.580669,-6.5791764,-6.963119,-7.114201,-6.5079155
8,-16.217525,-12.043226,-16.530476,-20.560032,-16.422047,-19.264744,-19.288324,-15.999745,-17.624937,-19.663221,-16.248774,-16.451159,-17.810778,-9.638729,-16.912186,-16.604021,-22.06487,-18.813717,-16.86198,-17.723923,-23.567318,-21.858952,-21.858786,-17.28672,-19.070225,-21.40548,-20.810272,-13.420646,-9.230415,-8.988029,-9.144042,-8.767842,-10.335765,-7.4542603,-8.75618,-7.716274,-9.576837,-8.523643,-7.6690373,-8.235892,-8.22037,-9.487132,-8.275892,-7.9061584,-9.534146,-8.9110775,-8.150629,-7.766057,-8.357719,-8.897179,-8.602212,-9.069931,-8.368003,-8.326901,-8.637969,-8.246186
9,-13.731119,-8.511381,-13.06283,-17.122814,-13.842606,-16.048948,-17.239107,-12.936386,-11.9917755,-16.806545,-12.811656,-11.184103,-16.62408,-8.06716,-13.432229,-12.910878,-19.03721,-15.1938715,-15.837853,-16.59041,-19.76157,-17.992115,-18.472374,-13.64347,-14.992377,-19.587437,-17.592693,-11.774312,-9.301804,-10.037167,-9.173034,-8.999026,-11.150721,-8.559725,-9.720241,-8.109699,-11.031571,-10.092738,-8.76238,-9.700636,-8.980357,-10.580812,-9.115769,-8.682965,-10.281763,-10.296576,-8.770364,-8.612699,-9.219435,-9.7778635,-9.418101,-10.67601,-8.98872,-9.005551,-9.939316,-9.241996
