,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
0,-12.255284,-11.172251,-11.800484,-16.700216,-14.915119,-17.597992,-15.89443,-10.673015,-11.303221,-17.354946,-12.921885,-12.039502,-15.463119,-6.5600934,-12.769498,-12.855245,-17.145826,-13.95722,-12.266916,-15.765463,-18.859392,-17.766983,-17.982233,-12.143751,-14.564425,-17.430237,-18.184809,-10.872754,-6.9337115,-7.129658,-6.813848,-6.4121814,-7.9597287,-6.232275,-7.055329,-6.1346173,-7.537979,-6.9118986,-6.474324,-6.931449,-6.3407245,-7.345024,-6.6590133,-6.46083,-7.6251087,-7.402628,-6.918513,-6.483362,-6.8748274,-6.8329616,-6.6547813,-7.2991962,-6.297331,-6.4447227,-7.0306954,-6.6719117
1,-13.183708,-12.315865,-11.808509,-17.35242,-12.32796,-18.03436,-16.487822,-12.949221,-11.805621,-16.3477,-13.147982,-10.92798,-16.176346,-7.9838247,-14.24853,-12.58566,-18.106884,-15.324686,-12.828116,-15.028336,-17.392305,-17.837166,-17.531586,-12.789955,-17.585127,-17.54343,-16.184263,-11.363908,-8.816375,-8.869042,-8.496494,-7.9738626,-9.72824,-6.7490783,-8.012533,-7.330013,-9.127661,-8.221229,-7.744565,-8.07259,-8.063929,-9.206654,-7.8538914,-7.7720537,-9.29937,-8.644323,-8.142114,-7.647996,-8.190526,-8.305097,-8.162491,-8.655307,-7.9043436,-7.809936,-8.172451,-7.7597103
2,-12.833215,-11.064016,-15.217283,-15.458144,-17.946108,-20.136675,-15.737699,-12.31224,-12.846207,-19.456799,-16.208633,-8.866762,-16.172663,-7.9469028,-15.706924,-16.925749,-18.068636,-14.061556,-10.702323,-14.20047,-22.08191,-19.173237,-19.194443,-16.171278,-17.364101,-18.124477,-20.293978,-13.952228,-10.402618,-10.837193,-10.100431,-10.195276,-12.238903,-8.806896,-10.59656,-8.549796,-11.168483,-10.629615,-9.615728,-10.417065,-9.76149,-11.27822,-9.647887,-9.594344,-11.286401,-10.923056,-9.275024,-9.243242,-10.310705,-10.6688175,-10.656093,-10.853633,-9.757306,-9.816717,-10.526639,-9.986878
3,-16.308859,-13.408697,-13.846157,-19.382957,-13.367453,-19.059195,-20.605951,-10.506736,-9.921929,-16.027033,-14.478014,-11.312428,-18.365053,-12.114138,-17.4425,-16.812828,-19.613873,-17.89666,-18.650661,-14.623485,-22.504618,-19.437038,-18.733812,-10.0757675,-17.234457,-18.1842,-17.57298,-12.351079,-7.64178,-7.8261104,-7.5753746,-6.998441,-8.811942,-6.58437,-7.945297,-6.7781043,-8.328193,-7.979899,-7.129819,-7.643011,-7.0086207,-8.408781,-7.081399,-7.130471,-8.542876,-8.090774,-7.4068146,-7.108659,-7.4333367,-7.5292344,-7.3926,-8.175293,-6.954044,-7.1126647,-7.8234806,-7.262613
4,-9.063426,-8.339004,-9.802873,-12.780813,-10.7046795,-11.779083,-11.835856,-9.960925,-7.147498,-13.233671,-8.22777,-13.156815,-11.864051,-4.3189692,-9.989982,-10.598791,-12.850964,-11.8418045,-9.72527,-10.066185,-14.389355,-12.371972,-12.614839,-9.931989,-10.483732,-15.172349,-14.092808,-8.536958,-9.508997,-9.736604,-9.742295,-8.838354,-10.933723,-8.191199,-9.555237,-8.585912,-10.495953,-9.746994,-8.772391,-9.185348,-9.162199,-10.8161125,-9.0607195,-9.150693,-10.57746,-9.701868,-8.932544,-8.537376,-9.017666,-9.707879,-9.044516,-10.011446,-8.532527,-9.178259,-9.850333,-9.0495205
5,-19.75062,-11.510866,-20.251236,-21.429644,-21.25373,-28.254282,-22.803343,-19.217102,-17.712027,-22.745335,-21.559229,-12.608981,-24.895346,-13.29286,-21.682762,-24.505117,-24.875114,-18.799997,-17.629894,-18.850172,-27.889713,-25.706894,-23.738194,-21.82415,-23.351715,-26.842457,-26.799767,-20.340757,-7.530096,-7.8712773,-7.478538,-7.2151346,-8.950091,-6.442144,-7.534585,-6.892368,-8.210266,-7.690956,-6.908613,-7.3379107,-7.0712905,-8.031962,-7.0031137,-7.187458,-8.214074,-7.803625,-7.141397,-6.6876245,-7.277281,-7.691253,-7.3980346,-7.9026446,-7.0375147,-7.3574977,-7.6819143,-7.2300115
6,-14.003925,-16.44376,-12.584342,-19.08832,-14.716326,-19.242664,-18.542774,-14.202327,-14.722257,-15.595561,-14.048535,-12.148474,-17.07384,-12.285769,-15.963977,-14.46999,-17.961699,-17.800951,-14.765048,-15.838931,-18.0568,-17.03961,-15.984128,-13.853245,-18.851618,-18.919449,-16.054266,-12.134971,-5.8716607,-6.0759196,-5.9977956,-5.8666096,-6.9094586,-4.913743,-5.7441096,-5.3888516,-6.215929,-5.9121523,-5.2843084,-5.5617504,-5.399444,-6.3231363,-5.442871,-5.397012,-6.359873,-5.950449,-5.6293015,-5.1796436,-5.7084713,-5.7624087,-5.7518454,-6.2073016,-5.432955,-5.4648294,-5.7453423,-5.371082
7,-19.871964,-14.443204,-20.057457,-23.04962,-17.749643,-22.2513,-23.709595,-17.659716,-20.301868,-20.10872,-19.293543,-15.298132,-22.121098,-15.357812,-18.673023,-19.000467,-25.17455,-20.139946,-22.762943,-26.30049,-25.44246,-22.391346,-22.427046,-17.36839,-21.690775,-23.260149,-23.52336,-16.537357,-9.942119,-10.07038,-9.731509,-9.32839,-11.165198,-8.051511,-9.2097225,-8.96206,-10.605259,-9.522783,-8.604359,-9.039459,-8.941433,-10.353521,-9.025923,-8.859656,-10.60899,-9.610267,-9.048505,-8.514186,-9.130963,-9.362191,-9.426897,-9.811417,-9.05541,-9.124681,-9.469858,-8.818396
8,-16.090141,-13.7593975,-14.779289,-20.07456,-14.691314,-19.410698,-20.857164,-14.175478,-13.134545,-17.320112,-14.094016,-12.362334,-18.966888,-13.197995,-16.530745,-17.471176,-21.826427,-17.016867,-16.536438,-19.803322,-21.91062,-19.054487,-19.794683,-14.016113,-18.66617,-20.497171,-19.26543,-13.943082,-7.0599346,-6.9322734,-6.8466024,-6.106365,-7.9437585,-5.9406896,-6.965574,-6.284374,-7.564721,-6.713104,-6.3023252,-6.500641,-6.3465285,-7.1010113,-6.3615503,-6.512715,-7.6180797,-7.141383,-6.6811433,-6.4573913,-6.5466948,-6.630818,-6.4105606,-7.131497,-6.460358,-6.4115252,-6.7744775,-6.281897
9,-17.869438,-13.585562,-17.180618,-16.83612,-19.419233,-20.3433,-19.478762,-14.825833,-14.312636,-13.933158,-14.114616,-13.125718,-18.281162,-8.348939,-18.427364,-16.889656,-19.53068,-18.140606,-17.905493,-10.254912,-25.654354,-19.517235,-15.862086,-11.0431595,-17.22369,-16.5168,-20.654137,-12.4259405,-8.066695,-7.9759974,-7.9865956,-7.422948,-9.326671,-7.3181806,-8.478294,-7.314215,-9.15847,-8.372461,-7.479449,-7.9659705,-7.6488237,-8.954285,-7.737699,-7.7927723,-8.935721,-8.50299,-7.8814754,-7.36849,-7.703472,-8.033452,-7.6152544,-8.879471,-7.2559166,-7.5426965,-8.5302725,-7.9443464
